
EAF,,,CHARGE_TIME,,Temps Technique,8:39:38 AM,,01:12,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,8:40:50 AM,,00:13,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,8:56:28 AM,,00:28,Prise de temperature et /ou PPM,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,8:56:59 AM,,00:10,Prise de temperature et /ou PPM,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,8:57:46 AM,,00:47,Prise de temperature et /ou PPM,, ,
EAF,,,TAPPING_TIME,,Temps Technique,9:00:22 AM,,04:09,Fin de coulée \ Vidange four ,, ,

,Heat :,25002232,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
EAF,,,PREPARATION_TIME,,Temps Technique,9:04:34 AM,,01:16,Replissage de  l'E.B.T,, ,
EAF,,,CHARGE_TIME,,Temps Technique,9:05:51 AM,,02:07,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,9:07:59 AM,,00:10,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,9:20:54 AM,,01:30,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,9:38:05 AM,,00:27,Prise de temperature et /ou PPM,, ,
EAF,,,TAPPING_TIME,,Temps Technique,9:40:31 AM,,03:51,Fin de coulée \ Vidange four ,, ,

,Heat :,25002233,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
EAF,,,PREPARATION_TIME,,Temps Technique,9:44:26 AM,,01:20,Replissage de  l'E.B.T,, ,
EAF,,,CHARGE_TIME,,Temps Technique,9:45:47 AM,,01:15,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,9:47:05 AM,,00:08,Chargement panier 1,, ,
EAF,,,CHARGE_TIME,,Temps Technique,9:59:02 AM,,01:00,Chargement panier 2,, ,
LF,,,CHARGE_TIME,,Temps Technique,10:00:02 AM,,01:32,Changement d'électrodes,, ,
LF,,,MELTING_OFF_TIME,,Temps Technique,10:01:38 AM,,00:08,Changement d'électrodes,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,10:11:50 AM,,00:10,Prise de temperature et /ou PPM,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,10:13:23 AM,,00:08,Prise de temperature et /ou PPM,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,10:17:16 AM,,00:31,Prise de temperature et /ou PPM,, ,
EAF,,,TAPPING_TIME,,Temps Technique,10:17:46 AM,,04:03,Fin de coulée \ Vidange four ,, ,

,Heat :,25002234,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
EAF,,,PREPARATION_TIME,,Temps Technique,10:21:53 AM,,01:08,Replissage de  l'E.B.T,, ,
EAF,,,CHARGE_TIME,,Temps Technique,10:23:02 AM,,02:10,Chargement panier 1,, ,
EAF,,,CHARGE_TIME,,Temps Technique,10:37:00 AM,,01:25,Chargement panier 2,, ,
 ,,,MELTING_OFF_TIME,,Temps Technique,10:48:45 AM,,00:35, ,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,10:49:30 AM,,02:00,Changement d'électrodes,, e'ectrode 2,
EAF,,,MELTING_OFF_TIME,,Temps Technique,10:51:30 AM,,06:36,Allongement  d'électrodes ,, e'ectrode 3,
EAF,,,MELTING_OFF_TIME,,Autres,10:58:09 AM,,00:22,Autres externe ,, coupure generale electrique eaf lf,
EAF,,,MELTING_OFF_TIME,,Autres,11:00:25 AM,,22:15,Autres externe ,,  coupure generale electrique eaf lf,
EAF,,,MELTING_OFF_TIME,,Autres,11:27:40 AM,,00:23,Autres externe ,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,11:29:18 AM,,01:33,Prise de temperature et /ou PPM,, ,
EAF,,,TAPPING_TIME,,Temps Technique,11:30:51 AM,,03:48,Fin de coulée \ Vidange four ,, ,

,Heat :,25002235,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
EAF,,,PREPARATION_TIME,,Temps Technique,11:34:44 AM,,01:47,Replissage de  l'E.B.T,, ,
EAF,,,CHARGE_TIME,,Temps Technique,11:36:31 AM,,02:58,Chargement panier 1,, ,
 ,,,MELTING_OFF_TIME,, ,11:48:00 AM,,00:15, ,, ,

,Heat :,25002235,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
RIVA3,,,PREPARATION_TIME,,Autres,11:14:59 PM,,06:17,Autres,, la situation est toujours critique au niveau de linterconnexion Maroc ESPAGNE dapres DN et pas de visibilite jusqua present ,
EAF,,,MELTING_OFF_TIME,,Refractaire,11:33:03 PM,,19:54,Autre,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,12:03:27 AM,,00:11,Chargement panier 2,, ,
EAF,,,CHARGE_TIME,,Temps Technique,12:03:37 AM,,01:17,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,12:04:55 AM,,00:08,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Gros_Consommable ,12:18:22 AM,,00:35,Glissement prise temperature /PPM/Echantillon,, ,
EAF,,,MELTING_OFF_TIME,,Gros_Consommable ,12:19:00 AM,,00:05,Glissement prise temperature /PPM/Echantillon,, ,
EAF,,,MELTING_OFF_TIME,,Refractaire,12:23:36 AM,,06:23,Autre,, ,
EAF,,,TAPPING_TIME,,Production,12:30:00 AM,,04:00,Débouchage de l'E.B.T,, ,
EAF,,,TAPPING_TIME,,Temps Technique,12:34:00 AM,,04:17,Fin de coulée \ Vidange four ,, ,

,Heat :,25002236,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
EAF,,,PREPARATION_TIME,,Temps Technique,12:38:21 AM,,01:44,Replissage de  l'E.B.T,, ,
EAF,,,CHARGE_TIME,,Temps Technique,12:40:05 AM,,01:13,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,12:41:17 AM,,00:05,Chargement panier 1,, ,
EAF,,,CHARGE_TIME,,Temps Technique,12:55:00 AM,,01:17,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,12:56:18 AM,,00:05,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Autres,1:09:56 AM,,00:13,Autres,, tilting,
EAF,,,MELTING_OFF_TIME,,Gros_Consommable ,1:17:14 AM,,01:25,Glissement prise temperature /PPM/Echantillon,, ,
EAF,,,MELTING_OFF_TIME,,Gros_Consommable ,1:18:42 AM,,00:10,Glissement prise temperature /PPM/Echantillon,, ,
EAF,,,TAPPING_TIME,,Temps Technique,1:20:13 AM,,04:08,Fin de coulée \ Vidange four ,, ,

,Heat :,25002237,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
EAF,,,PREPARATION_TIME,,Temps Technique,1:24:27 AM,,01:47,Replissage de  l'E.B.T,, ,
EAF,,,CHARGE_TIME,,Temps Technique,1:26:14 AM,,01:10,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,1:27:24 AM,,00:07,Chargement panier 1,, ,
EAF,,,CHARGE_TIME,,Temps Technique,1:41:12 AM,,01:20,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,1:42:35 AM,,00:02,Chargement panier 2,, ,
SOUS-STATION,,,MELTING_OFF_TIME,,Autres,1:53:44 AM,,00:17,Dépassement puissance souscrite,, ,
SOUS-STATION,,,MELTING_OFF_TIME,,Autres,1:58:20 AM,,00:20,Dépassement puissance souscrite,, ,
SOUS-STATION,,,MELTING_OFF_TIME,,Autres,1:59:15 AM,,00:15,Dépassement puissance souscrite,, ,
SOUS-STATION,,,MELTING_OFF_TIME,,Autres,2:01:49 AM,,00:33,Dépassement puissance souscrite,, ,
EAF,,,TAPPING_TIME,,Temps Technique,2:06:05 AM,,02:56,Fin de coulée \ Vidange four ,, ,

,Heat :,25002238,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
EAF,,,PREPARATION_TIME,,Temps Technique,2:09:04 AM,,01:49,Replissage de  l'E.B.T,, ,
EAF,,,CHARGE_TIME,,Temps Technique,2:10:53 AM,,01:12,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,2:12:06 AM,,00:05,Chargement panier 1,, ,
EAF,,,CHARGE_TIME,,Temps Technique,2:26:56 AM,,01:33,Chargement panier 2,, ,
SOUS-STATION,,,MELTING_OFF_TIME,,Autres,2:47:51 AM,,00:25,Dépassement puissance souscrite,, ,
SOUS-STATION,,,MELTING_OFF_TIME,,Autres,2:48:18 AM,,00:10,Dépassement puissance souscrite,, ,
EAF,,,MELTING_OFF_TIME,,Gros_Consommable ,2:50:04 AM,,00:20,Glissement prise temperature /PPM/Echantillon,, ,
EAF,,,TAPPING_TIME,,Temps Technique,2:50:24 AM,,02:31,Fin de coulée \ Vidange four ,, ,

,Heat :,25002239,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
EAF,,,PREPARATION_TIME,,Temps Technique,2:52:58 AM,,02:45,Replissage de  l'E.B.T,, ,
EAF,,,CHARGE_TIME,,Temps Technique,2:55:42 AM,,01:15,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,2:56:57 AM,,00:07,Chargement panier 1,, ,
EAF,,,CHARGE_TIME,,Temps Technique,3:08:28 AM,,01:23,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,3:09:53 AM,,00:05,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Gros_Consommable ,3:28:32 AM,,01:10,Glissement prise temperature /PPM/Echantillon,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,3:32:23 AM,,00:03,Fin de coulée \ Vidange four ,, ,
EAF,,,TAPPING_TIME,,Temps Technique,3:32:26 AM,,02:45,Fin de coulée \ Vidange four ,, ,

,Heat :,25002240,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
EAF,,,PREPARATION_TIME,,Temps Technique,3:35:15 AM,,01:59,Replissage de  l'E.B.T,, ,
EAF,,,CHARGE_TIME,,Temps Technique,3:37:14 AM,,01:12,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,3:38:27 AM,,00:05,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,3:38:34 AM,,00:02,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,3:51:02 AM,,00:02,Chargement panier 2,, ,
EAF,,,CHARGE_TIME,,Temps Technique,3:51:05 AM,,02:13,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Ferraille,3:53:17 AM,,00:10,Tassage,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,4:02:59 AM,,15:15,Changement d'électrodes,, 3,
EAF,,,MELTING_OFF_TIME,,Temps Technique,4:18:17 AM,,00:05,Changement d'électrodes,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,4:18:25 AM,,00:03,Changement d'électrodes,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,4:18:33 AM,,00:02,Changement d'électrodes,, ,
EAF,,,MELTING_OFF_TIME,,Gros_Consommable ,4:25:34 AM,,00:22,Glissement prise temperature /PPM/Echantillon,, ,
EAF,,,MELTING_OFF_TIME,,Gros_Consommable ,4:28:17 AM,,00:20,Glissement prise temperature /PPM/Echantillon,, ,
EAF,,,MELTING_OFF_TIME,,Gros_Consommable ,4:28:40 AM,,00:08,Glissement prise temperature /PPM/Echantillon,, ,
EAF,,,TAPPING_TIME,,Temps Technique,4:29:28 AM,,02:06,Fin de coulée \ Vidange four ,, ,

,Heat :,25002241,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
EAF,,,PREPARATION_TIME,,Temps Technique,4:31:39 AM,,02:00,Replissage de  l'E.B.T,, ,
EAF,,,PREPARATION_TIME,,Ferraille,4:33:39 AM,,00:33,Nettoyage Ring ,, ,
EAF,,,CHARGE_TIME,,Temps Technique,4:34:12 AM,,01:55,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,4:36:09 AM,,00:07,Chargement panier 1,, ,
EAF,,,CHARGE_TIME,,Temps Technique,4:49:35 AM,,02:20,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Ferraille,4:51:55 AM,,00:05,Tassage,, ,
EAF,,,MELTING_OFF_TIME,,Ferraille,4:52:03 AM,,00:05,Tassage,, ,
EAF,,,MELTING_OFF_TIME,,Gros_Consommable ,5:12:02 AM,,00:40,Glissement prise temperature /PPM/Echantillon,, ,
EAF,,,TAPPING_TIME,,Temps Technique,5:12:42 AM,,01:58,Fin de coulée \ Vidange four ,, ,

,Heat :,25002242,,,,,EAF Delays Report,,,,,
,Production date :,4/28/2025,,,,,,,,,,




Area,,,Operation,,Type,"Start Time
[hh:mi:ss]",,"Delay Time
[mi:ss]",Reason,,Note,
EAF,,,PREPARATION_TIME,,Temps Technique,5:14:44 AM,,01:55,Replissage de  l'E.B.T,, ,
EAF,,,CHARGE_TIME,,Temps Technique,5:16:39 AM,,01:58,Chargement panier 1,, ,
EAF,,,MELTING_OFF_TIME,,Ferraille,5:18:36 AM,,00:02,Tassage,, ,
EAF,,,MELTING_OFF_TIME,,Ferraille,5:18:41 AM,,00:05,Tassage,, ,
EAF,,,CHARGE_TIME,,Temps Technique,5:31:44 AM,,01:20,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,5:33:04 AM,,00:07,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Temps Technique,5:33:14 AM,,00:07,Chargement panier 2,, ,
EAF,,,MELTING_OFF_TIME,,Gros_Consommable ,5:48:30 AM,,00:30,Glissement prise temperature /PPM/Echantillon,, ,
EAF,,,MELTING_OFF_TIME,,Autres,5:51:43 AM,,02:26,Autres,, pb brassage poche lf,
EAF,,,TAPPING_TIME,,Temps Technique,5:54:09 AM,,01:57,Fin de coulée \ Vidange four ,, ,






























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































